id,slug,title,year,cns_rating,mpaa_rating,synopsis,full_review,letter,source_file,is_redirect
1682,thebottomofthebottle,The Bottom of the Bottle,1956,A-II,,"Bottom of the Bottle, The -- Dull tale of shifting psychological conflicts between a prosperous lawyer (Joseph Cotten) and his alcoholic brother (Van Johnson), an escaped convict trying to slip across the Mexican border. Director Henry Hathaway can't work up much interest in a contrived plot about cardboard characters. Stylized violence and excessive drinking",,b,b/thebottomofthebottle.shtml,0
1683,thebounty,The Bounty,1984,A-IV,PG,"Bounty, The -- Revisionist account of the mutiny aboard the ""HMS Bounty"" portrays Lt. William Bligh (Anthony Hopkins) as a flawed hero and Fletcher Christian (Mel Gibson) as an unstable young man bewitched by a Tahitian beauty. Roger Donaldson directs with intelligence and visual flare but despite fine acting, no real sparks ignite the drama because of a weak script. Extensive Polynesian nudity",,b,b/thebounty.shtml,0
1684,thebountyhunter,The Bounty Hunter,1954,A-I,,"Bounty Hunter, The -- Routine Western in which a veteran bounty hunter (Randolph Scott) tracks three survivors of a mail robbery gang to a hard-bitten town where they are respected citizens until he tricks them into revealing their criminal past. Directed by Andre de Toth, the story starts well enough but bogs down in the hero's tracking various members of the community, then erupts in a fast and furious finish, with an uplifting coda. Stylized violence",,b,b/thebountyhunter.shtml,0
1685,thebountykiller,The Bounty Killer,1965,A-II,,"Bounty Killer, The -- After barely surviving an ambush that killed his partner, a bounty hunter (Dan Duryea) becomes a crazed avenger, using a sawed-off shot-gun to get those responsible. Directed by Spencer G. Bennet, the hokey plot has equally unconvincing action depite a parade of veteran Western actors (Richard Arlen, Johnny Mack Brown, Bob Steele and Buster Crabbe). Stylized violence and a hero who goes over the edge",,b,b/thebountykiller.shtml,0
1686,thebourneidentity,The Bourne Identity,2002,A-I,PG-13,"Well-crafted thriller in which a highly trained CIA agent (Matt Damon) suffering from amnesia after a botched secret operation must figure out who he is and why fierce assassins are after him as he is aided by a German woman (Franka Potente) whom he has taken into his confidence. Based on the novel by Robert Ludlum, director Doug Liman’sfilm is both an engaging character study and a fast-paced espionage yarn as the ongoing chase scenes and chilling close calls provide suspense and deflect attention from the story’s predictable spots. Recurring harsh violence and some profanity with an instance of rough language. A-IV adults with reservations. (PG-13) 2002 Full Review ""The Bourne Identity"" (Universal) is a well-crafted thriller which takes such timeworn elements as amnesia and clandestine CIA operations and whips them up into an engaging character study with a fast-paced espionage yarn to back it up. Adapted from Robert Ludlum's 1980 novel, director Doug Liman provides suspense with ongoing chase scenes and chilling close calls which deflect attention from the film's predictable spots. Matt Damon stars as Jason Bourne, an ambiguous character who is a CIA agent highly trained to be a killing machine. The dramatic opening scenes has Bourne's body fished out of the Mediterranean Sea by some Italian fishermen who treat the two bullet wounds in his back and discover a capsule encoded with a Swiss bank account embedded in his hip. Aside from his physical wounds, Bourne can't remember who he is or what he would be doing with a Swiss bank account. The only thing he has to go on are his instincts when the boat docks and he heads for Zurich. The audience, however, is clued in quickly to his real identity. Back at CIA headquarters in Langley, Va., Ted Conklin (Chris Cooper), the CIA chief of a top secret cloak-and-dagger operation, is trying to do damage control for the operation Bourne botched. Bourne had been sent to kill a former African leader who had been blackmailing the agency. Conklin's orders are clear: he wants Bourne dead, pronto. In the safe-deposit box in the Swiss bank, Bourne finds several passports, including an American one identifying him as Jason Bourne, a sophisticated gun and loads of cash in varying currencies. Loading the money and passports into a red sack, Bourne heads for the American consulate, assuming it's his best bet. But word has already gotten out that he is a wanted man, and he is greeted by security goons, whom he narrowly escapes by paying a down-and-out attractive German woman, Marie (Franka Potente), $10,000 for a ride to Paris. Bourne is baffled by his uncanny ability to fight off several men at once using highly effective fighting techniques. Once in ""his"" apartment in Paris (which doesn't trigger any memories), he also can't figure out why someone would burst through his window to try to kill him. As the film progresses, Bourne begins to discover who he is and what he does. Tension builds inside him as well as in the movie. A CIA agent being hunted by his own kind creates an intriguing conflict for the audience: On whose side should the viewer be? As the film's hero and central figure, it would be natural to sympathize with Bourne. But in reality he is no different than the assassins coming after him, even if he's temporarily forgotten that. Inevitably, a romance stirs up between Bourne and Marie, but it remains a sidebar story with the action front and center. All the elements of an action thriller are firmly in place, from a daredevil car chase to bone-crushing fight sequences. These scenes can become quite intense, especially since the sound effects are so prominent. The impact of a punch is piercing as is the sharp noise made when a furious kick makes contact with bones. Viewers sensitive to this type of violence may be put off by its ferocity. With Bourne a bigger-than-life character and Marie his sidekick, the other characters remain in the background. Brian Cox plays Conklin's supervisor under pressure from Congress to get to the bottom of things. But Cox, with his silvery hair brushed back, just paces and looks anxious. Clive Owen, as another CIA operative, spends the majority of his screen time silent, looking ultra-serious from behind a gun. He speaks only a few lines in his final scene, which offer Bourne additional clues to his own identity. And Julia Stiles' character, a computer hack who keeps track of the French police's movements in a lonely safe house, does little more than frown and complain. Damon, however, distinguishes himself by allowing Bourne's conflicts and complexities to boil just below the surface. He still looks like the boy next door, but this boy can take down two beefy German police officers without any trouble. Damon is also convincing as he slips in and out of other languages, particularly French and German. Potente works well with Damon, restrained and believable as she embarks on this wild cross-country escape, clearly signaling that she has nothing more in her life. With locations from Paris to Italy to Prague (which doubled as Zurich), director Liman shows off his chosen spots to their best advantage. The energetic camera work keeps apace with the narrative's quick twists and turns, and for the most part the action doesn't let up. ""The Bourne Identity"" is a basic spy story that's been intelligently updated without switching story for gadgetry. Due to recurring harsh violence and some profanity with an instance of rough language, the U.S. Conference of Catholic Bishops","""The Bourne Identity"" (Universal) is a well-crafted thriller which takes such timeworn elements as amnesia and clandestine CIA operations and whips them up into an engaging character study with a fast-paced espionage yarn to back it up.

Adapted from Robert Ludlum's 1980 novel, director Doug Liman provides suspense with ongoing chase scenes and chilling close calls which deflect attention from the film's predictable spots. Matt Damon stars as Jason Bourne, an ambiguous character who is a CIA agent highly trained to be a killing machine.

The dramatic opening scenes has Bourne's body fished out of the Mediterranean Sea by some Italian fishermen who treat the two bullet wounds in his back and discover a capsule encoded with a Swiss bank account embedded in his hip. Aside from his physical wounds, Bourne can't remember who he is or what he would be doing with a Swiss bank account. The only thing he has to go on are his instincts when the boat docks and he heads for Zurich.

The audience, however, is clued in quickly to his real identity. Back at CIA headquarters in Langley, Va., Ted Conklin (Chris Cooper), the CIA chief of a top secret cloak-and-dagger operation, is trying to do damage control for the operation Bourne botched. Bourne had been sent to kill a former African leader who had been blackmailing the agency. Conklin's orders are clear: he wants Bourne dead, pronto.

In the safe-deposit box in the Swiss bank, Bourne finds several passports, including an American one identifying him as Jason Bourne, a sophisticated gun and loads of cash in varying currencies. Loading the money and passports into a red sack, Bourne heads for the American consulate, assuming it's his best bet. But word has already gotten out that he is a wanted man, and he is greeted by security goons, whom he narrowly escapes by paying a down-and-out attractive German woman, Marie (Franka Potente), $10,000 for a ride to Paris.

Bourne is baffled by his uncanny ability to fight off several men at once using highly effective fighting techniques. Once in ""his"" apartment in Paris (which doesn't trigger any memories), he also can't figure out why someone would burst through his window to try to kill him. As the film progresses, Bourne begins to discover who he is and what he does.

Tension builds inside him as well as in the movie. A CIA agent being hunted by his own kind creates an intriguing conflict for the audience: On whose side should the viewer be? As the film's hero and central figure, it would be natural to sympathize with Bourne. But in reality he is no different than the assassins coming after him, even if he's temporarily forgotten that.

Inevitably, a romance stirs up between Bourne and Marie, but it remains a sidebar story with the action front and center. All the elements of an action thriller are firmly in place, from a daredevil car chase to bone-crushing fight sequences. These scenes can become quite intense, especially since the sound effects are so prominent. The impact of a punch is piercing as is the sharp noise made when a furious kick makes contact with bones. Viewers sensitive to this type of violence may be put off by its ferocity.

With Bourne a bigger-than-life character and Marie his sidekick, the other characters remain in the background. Brian Cox plays Conklin's supervisor under pressure from Congress to get to the bottom of things. But Cox, with his silvery hair brushed back, just paces and looks anxious. Clive Owen, as another CIA operative, spends the majority of his screen time silent, looking ultra-serious from behind a gun. He speaks only a few lines in his final scene, which offer Bourne additional clues to his own identity. And Julia Stiles' character, a computer hack who keeps track of the French police's movements in a lonely safe house, does little more than frown and complain.

Damon, however, distinguishes himself by allowing Bourne's conflicts and complexities to boil just below the surface. He still looks like the boy next door, but this boy can take down two beefy German police officers without any trouble. Damon is also convincing as he slips in and out of other languages, particularly French and German. Potente works well with Damon, restrained and believable as she embarks on this wild cross-country escape, clearly signaling that she has nothing more in her life.

With locations from Paris to Italy to Prague (which doubled as Zurich), director Liman shows off his chosen spots to their best advantage. The energetic camera work keeps apace with the narrative's quick twists and turns, and for the most part the action doesn't let up.

""The Bourne Identity"" is a basic spy story that's been intelligently updated without switching story for gadgetry.

Due to recurring harsh violence and some profanity with an instance of rough language, the U.S. Conference of Catholic Bishops classification is A-IV -- adults, with reservations. The Motion Picture Association of America rating is PG-13 -- parents are strongly cautioned. Some material may be inappropriate for children under 13. 2002",b,b/thebourneidentity.shtml,0
1687,thebourneultimatum,The Bourne Ultimatum,2007,A-III,PG-13,"This lightning-paced, globe-trotting follow-up to ""The Bourne Identity"" and ""The Bourne Supremacy"" wraps up Bourne's (Matt Damon) quest to discover his true name and history even as CIA project head (David Strathairn) orders his immediate termination, but is continually stymied by Bourne's lethal skills at evasion and unexpected help from female CIA operatives (Joan Allen and Julia Stiles). Director Paul Greengrass orchestrates sustained and eye-popping action-excitement throughout while a top-notch cast (including a climactic appearance by Albert Finney) manages to flesh out their characters, resulting in a satisfying if somewhat exhausting thriller. Much intense and fierce violence and intermittent profanity","In the first movie Jason Bourne (Matt Damon) was confused about his identity; in the second he sought revenge, but now in ""The Bourne Ultimatum"" (Universal) he gets answers.

Returning to the directing helm, Paul Greengrass (""The Bourne Supremacy"") outdoes himself orchestrating a kind of sustained action that is eye-popping almost to the point of exhaustion. Every element is pushed to the limit: speeding-bullet editing, a pulsating music score, jittery camerawork and shards of bleached-out flashbacks all sweep viewers instantly into Bourne's quest for his true name and why he became such a deadly CIA killing machine.

Heading the CIA's new Blackbriar program to terminate Bourne is Noah Vosen (a steely David Strathairn), who has incredibly sophisticated equipment tracking Bourne's every globe-trotting move, and a cadre of sniper assassins on call to take him out.

When a British journalist (Paddy Considine) prints an article about Bourne, it's clear that the reporter has a source who could provide Bourne with answers. But first he must extricate himself and the journalist from killers in London's Waterloo Station. One of multiple hair-raising chase scenes on jam-packed streets in stolen cars ensues.

Vosen must protect his agency's murderous Blackbriar project from any oversight and the key to this is quickly exterminating Bourne. Opposing this goal is agent Pam Landy (Joan Allen), who has come to grudgingly respect Bourne's skill and tenacity.

Meanwhile, Bourne follows a lead to Madrid, taking out a few snipers before the reappearance of CIA operative Nicky Parsons (Julia Stiles), who suddenly decides to help Bourne, implying they once were close -- which, of course, Bourne can't remember.

Were it not for Damon's mature acting chops, which convey how much his character wants to leave all the killing behind but is forced to resort to violence to defend himself and get to the truth, the violence would be mindlessly exploitative. Damon doesn't have the luxury of much dialogue to explain his character's transformation, but his expressiveness makes his remorse clear.

In one poignant, up-close confrontation with a trained killer like himself, Bourne asks the assassin, ""What have we become?""

With so much nonstop action, it's a credit to scripters Tony Gilroy, Scott Z. Burns and George Nolfi (writing from Robert Ludlum's novel) that characterization exists at all.

Damon's performance has improved with each of the three movies and is likely to be his most well-known role. Although he has said ""Ultimatum"" is his last Bourne outing, only time and money will tell. For now, ""The Bourne Ultimatum"" is a very satisfying espionage thriller.

The film contains much intense and fierce violence and intermittent profanity. The USCCB Office for Film & Broadcasting classification is A-III -- adults. The Motion Picture Association of America rating is PG-13 -- parents strongly cautioned. Some material may be inappropriate for children under 13.",b,b/thebourneultimatum.shtml,0
1688,thebox,The Box,2009,L,PG-13,"In 1976 Richmond, Va., a cash-strapped suburban couple (Cameron Diaz and James Marsden) find themselves in a moral dilemma when a mysterious, disfigured stranger (a haunting Frank Langella) presents them with a device that, if they choose to activate it, will kill someone unknown to them but will also gain them a $1 million payment. Spiritually well-grounded adult viewers willing to overlook some improbabilities in writer-director Richard Kelly’s intelligently challenging, if over-elaborate, screen version of Richard Matheson’s 1970 short story “Button, Button” may be intrigued by this reflection on ethical choices and consequences, but the evolving parable includes actions that would be blatantly unacceptable in a more realistic context. Mature themes, complex moral issues, a few uses of profanity, a couple of sexual references",,b,b/thebox.shtml,0
1689,theboyfriend,The Boy Friend,1972,A-I,G,"Boy Friend, The -- British spoof of 1930s Hollywood backstage musicals with Twiggy as the understudy who becomes the star. Writer-producer-director Ken Russell turns Sandy Wilson's romantic musical set in the 1920s into an extravaganza of Busby Berkeley-like production numbers done on a lavish scale. Old-fashioned escapist fare, though a bit over-long for the small fry",,b,b/theboyfriend.shtml,0
1690,theboyfromoklahoma,The Boy from Oklahoma,1953,A-I,,"Boy from Oklahoma, The -- Amiable but pale Western in which a laconic cowpoke (Will Rogers, Jr.) takes the job of sheriff in a corrupt cow town where he uses his head and a lariat rather than six-shooters to solve the murder of his predecessor whose feisty daughter (Nancy Olson) has caught his eye. Director Michael Curtiz spends more time on the muddled plot's exposition than on its potential for humor and action. Stylized violence and mild romance",,b,b/theboyfromoklahoma.shtml,0
1691,theboyinblue,The Boy in Blue,1986,A-III,R,"Boy in Blue, The -- Based on the life of a legendary Canadian scull racing champion, the movie not only lacks a romantic vision but features a wholly anachronistic portrayal by Nicolas Cage in what becomes a teenage macho study of false pride and determination in 1870's America. Moronic teen romance and brief nudity",,b,b/theboyinblue.shtml,0
1692,theboys,The Boys: The Sherman Brothers Story,2009,A-I,,"Poignant biography of Walt Disney Studios' most famous songwriter team -- Richard Sherman and Robert Sherman -- whose cheery songs for such films as ""Mary Poppins"" and ""The Jungle Book"" belied a fractious personal relationship. Directed by their sons, Jeffrey C. Sherman and Gregory V. Sherman, the well-crafted documentary (unobjectionable though probably not for the kiddies) -- which includes interviews with Julie Andrews, Dick Van Dyke, Angela Lansbury and other luminaries, as well as friends and family members -- attempts to trace the roots of the conflict between these two disparate personalities, and also illuminates the mutual respect and love beneath the strained surface","The last time producer Walt Disney saw Richard Sherman and Robert Sherman -- the composers of ""Mary Poppins"" and ""The Jungle Book"" and the only songwriters he ever had under contract -- he called out to them, ""Keep up the good work, boys.""

The brothers sensed something was greatly amiss as Disney's remark seemed atypical, and indeed, the animation pioneer would soon be dead from cancer. But ""the boys"" would continue their prolific output with scores for his studio and others such as ""Bedknobs and Broomsticks,"" ""Charlotte's Web,"" ""Chitty Chitty Bang Bang"" and many more.

""The Boys: The Sherman Brothers Story"" (Disney) is a most poignant biography. The big revelation here is that all those cheery, kid-friendly songs belied a deeply fractious personal relationship between two radically different personalities. As Dick says early on, ""We perpetuated a fraud for 50 years.""

The ""romantic"" Bob and the ""sentimentalist"" Dick were as temperamentally divergent as the Beatles' John Lennon and Paul McCartney in their shadings of darkness and light.

Directed by their sons, Jeffrey C. Sherman and Gregory V. Sherman (whose families were estranged during their growing-up years), the well-crafted documentary -- which includes interviews with Julie Andrews, Dick Van Dyke, Angela Lansbury, Lesley Ann Warren, Hayley Mills and other Disney alumni, as well as friends and family members -- attempts to trace the roots of the conflict between these two disparate personalities.

Certainly Bob's experiences during World War II -- his unit was among the first to arrive at the notorious Dachau concentration camp -- and Richard's volcanic temper, which once led him to overturn a piano, had some bearing. Bob had originally wanted to be a novelist, Dick yearned to write symphonies, and yet, as their father, songwriter Al Sherman, knew, their strength lay in their unique partnership.

Most of the screen time is given to the brothers, Richard living in Los Angeles, and the now-widowed and infirm Robert in London, who finds solace, not in writing, but in creating striking paintings. Yet, despite the geographic distance, their reminiscences are remarkably in harmony.

Throughout, there are copious clips from their most famous films, and their signature songs like ""A Spoonful of Sugar,"" ""I Wanna Be Like You"" and the Disneyland perennial ""It's a Small World (After All).""

Though there is nothing overtly objectionable about the film, this is one Disney release that's best suited to older viewers who can better understand the complexities of the brothers' dysfunctional -- but, at heart, caring -- partnership, and also discern the mutual respect and love beneath the strained surface.

The USCCB Office for Film & Broadcasting classification is A-I -- general patronage. Not rated by the Motion Picture Association of America.",b,b/theboys.shtml,0
1693,theboysfrombrazil,The Boys from Brazil,1978,A-III,R,"Boys from Brazil, The -- Fanatical Nazi war criminal (Gregory Peck) oversees the care and feeding of some Hitler clones born in Brazil and distributed throughout the world. Laurence Olivier plays his opponent, an aging Jewish Nazi hunter. Some good acting but, for the most part, director Franklin Schaffner achieves only an overwrought melodrama with a large dose of graphic, sadistic violence",,b,b/theboysfrombrazil.shtml,0
1694,theboysfrombrooklyn,The Boys from Brooklyn,1952,A-III,,"Boys from Brooklyn, The -- Comic clunker directed by William Beaudine with Duke Mitchell and Sammy Petrillo (inept Dean Martin-Jerry Lewis imitators) lost on a South Seas island where Bela Lugosi is experimenting on the evolutionary link between men and monkeys. Unamusing antics, including sexual innuendo",,b,b/theboysfrombrooklyn.shtml,0
1695,theboysincompanyc,The Boys in Company C,1978,O,R,"Boys in Company C, The -- Directed by Sidney J. Furie with a cast of unknown actors, this muddled movie about a company of young Marines in boot camp and subsequent combat in Vietnam focuses on drugs, atrocities, greed and cynicism. Veering from slapstick to supposedly real emotion, the movie uses foul language, bereft of any significant context, while failing to give any moral or political dimension to the drama",,b,b/theboysincompanyc.shtml,0
1696,theboysintheband,The Boys in the Band,1970,A-IV,R,"Boys in the Band, The -- Screen version of a stage play about a birthday party attended by eight homosexual and one heterosexual college friends. Directed by William Friedkin, it is a gripping, frighteningly honest view of human relationships and the introverted homosexual psyche with all its anxiety, bitterness, depression and solitude",,b,b/theboysintheband.shtml,0
1697,theboysnextdoor,The Boys Next Door,1985,O,R,"Boys Next Door, The -- Two socially-disadvantaged youths, about to graduate from high school and take on dull factory jobs, vent their frustrations and anxieties in a series of brutal encounters with innocent strangers who have the misfortune to cross their path. Director Penelope Spheeri's exploration of the dark side of maladjusted youth exploits only the violent consequences of alienation without a compassionate insight into adolescent behavior. Excessive use of brutality and foul language",,b,b/theboysnextdoor.shtml,0
1698,theboysofpaulstreet,The Boys of Paul Street,1969,A-I,G,"Boys of Paul Street, The -- Hungarian movie in which two bands of school-boys vie for possession of a vacant lot in 1902 Budapest but the outcome of their skirmishes proves as disillusioning to them as the battles they will fight a few years later in World War I. Director Zoltan Fabri's nostalgic production re-creates the historical period as well as the innocent earnestness with which the boys regard their secret societies and strange rituals. Good family fare",,b,b/theboysofpaulstreet.shtml,0
1699,theboysofstvincent,The Boys of St. Vincent,1994,A-III,,"Boys of St. Vincent, The -- Fictional dramatization of fact-based events in Canada centers in a Catholic orphanage run by religious brothers who sexually molest the youngsters in their care but, because of a coverup, are not brought to trial until 15 years later. Shown originally as a four-hour TV program, the 1992 Canadian production directed by John N. Smith is a powerful indictment of those who abuse positions of trust as well as a sensitive, non-exploitational portrayal of the damage done their victims and the community, with convincing performances by a fine cast headed by Henry Czerny as the tormented chief offender. Strong fare but responsibly treated, relying on suggestion rather than graphic depiction of the sexual abuse of minors, with much pent-up emotional churnings, some outbursts of violence and occasional profanity",,b,b/theboysofstvincent.shtml,0
1700,theboywhocouldfly,The Boy Who Could Fly,1986,A-I,PG,"Boy Who Could Fly, The -- A teenage girl befriends an autistic boy and tries to help him overcome his muteness in a tender and sensitive fable about the importance of friendship for those growing up in a socially inflexible environment. Nick Castle directs this unpretentious, life-affirming movie that uses brief but effective special-effects fantasy to provide some good-natured fun for youngsters",,b,b/theboywhocouldfly.shtml,0
1701,theboywhocriedwerewolf,The Boy Who Cried Werewolf,1973,A-II,PG,"Boy Who Cried Werewolf, The -- Inept semi-horror movie about a youngster (Scott Sealey) whose father (Kerwin Matthews) is bitten by a werewolf near the family's secluded summer cabin but no one will listen as the locals are decimated in traditional fashion. Lethargically directed by Nathan Juran, it may frighten youngsters insecure in their parental relationships, but lycanthropy lovers can only lament this travesty of a cherished movie myth",,b,b/theboywhocriedwerewolf.shtml,0
1702,theboywiththegreenhair,The Boy with Green Hair,1948,A-I,,"Boy with Green Hair, The -- Runaway war orphan (Dean Stockwell) tells social worker (Robert Ryan) how he was scorned and rejected after his hair suddenly turned green. Producer Dore Schary's earnest but preachy parable about prejudice gets heavy-handed direction from Joseph Losey, though Pat O'Brien's breezy performance as the lad's whimsical guardian adds some life to an otherwise dour story",,b,b/theboywiththegreenhair.shtml,0
1703,thebradybunchmovie,The Brady Bunch Movie,1995,A-III,PG-13,"Brady Bunch Movie, The -- Fluffy comedy updating the 1970's TV sitcom family of three boys and three girls (headed by parents Shelley Long and Gary Cole) into the troubled 1990s where the Bradys remain do-goody innocents despite scornful schoolmates and the sleazy attempts of a greedy real estate agent (Michael McKean) to yank their home out from under them. As blandly directed by Betty Thomas, the threadbare plot and broad characterizations seem likely to appeal only to the sitcom's fans, leaving others to wonder why it merited the theatrical treatment. Intermittent sexual innuendo, including the jokey depiction of a frustrated lesbian character, mild slapstick violence and a few crude expressions",,b,b/thebradybunchmovie.shtml,0
1704,thebrain,The Brain,1969,A-II,G,"Brain, The -- French comedy in which a master criminal (David Niven), whose brain is so large he has trouble keeping his head erect, comes up with a million dollar scheme that becomes an international cops-and-robbers chase. Director Gerard Oury has made an old-fashioned romp with a couple of good laughs, but many scenes are over-extended and full of cliches. Comic violence",,b,b/thebrain.shtml,0
1705,thebrainthatwouldntdie,The Brain that Wouldn't Die,1963,A-III,,"Brain That Wouldn't Die, The -- Horror clunker directed by Joseph Green in which a mad doctor (Herb Evers) rescues his girlfriend's head after it's severed in a car accident, then keeps it alive while searching for a suitable body upon which to attach it but an earlier botched experiment gets in the way. Stylized violence, hokey menace and sexual innuendo",,b,b/thebrainthatwouldntdie.shtml,0
1706,thebrasslegend,The Brass Legend,1956,A-II,,"Brass Legend, The -- Pedestrian Western directed by Gerd Oswald pits steely-eyed sheriff Hugh O'Brien against wanted outlaw Raymond Burr with predictable results. Stylized violence",,b,b/thebrasslegend.shtml,0
1707,thebravados,The Bravados,1958,A-II,,"Bravados, The -- Grim, troubling Western follows a revengeful rancher (Gregory Peck) as he seeks the gang (notably Stephen Boyd, Henry Silva and Lee Van Cleef) who killed his wife and child. Directed by Henry King, the trail is long and bloody but by its end the rancher realizes that justice is not achieved at the end of a gun. Strong stylized violence and vigilante theme",,b,b/thebravados.shtml,0
1708,thebravelittletoaster,The Brave Little Toaster,1987,A-I,,"Brave Little Toaster, The -- Animated feature in which five old appliances -- Toaster, Radio, Lampy, electric blanket Blanky and vacuum cleaner Kirby -- left in a summer cottage and yearning for the boy who used to use them, set off on an arduous, at times dangerous journey to the big city to find their young master. Though the story doesn't bear much adult scrutiny and the Taiwan-Japanese animation is not up to Disney standards, most pre-teen viewers will find the adventures of the unlikely but lively fivesome imaginative fun and be impressed by the loyalty and perseverance exhibited by the appliances. For all, though several menacing scenes may frighten the very young",,b,b/thebravelittletoaster.shtml,0
1709,thebraveone,The Brave One,1956,A-I,,"Brave One, The -- Sentimental yet engaging tale of a young Mexican lad (Michel Ray) who raises a champion bull from a calf, then tries to save his pet when it is mistakenly shipped to the bull ring in Mexico City. Directed by Irving Rapper from an Oscar-winning script by Robert Rich (aka blacklisted Dalton Trumbo), the bond between the little boy and his noble beast is dramatized with enough conviction to tug at the hearts of all but confirmed cynics, with the added bonus of picturesque Mexican settings and a positive depiction of the story's cultural context, including the art of bullfighting. Some menacing situations and the bull ring's violence make it unlikely fare for preschoolers",,b,b/thebraveone.shtml,0
1710,thebrazenwomenofbalzac,The Brazen Women of Balzac,1971,O,R,"Brazen Women of Balzac, The -- The only thing brazen about this coarse German-made exploitation movie which portrays sexual activities in a villa overlooking the Rhine is the way its importers have edited in several yards of sexually explicit footage to compete with porno product",,b,b/thebrazenwomenofbalzac.shtml,0
1711,thebreadmysweet,The Bread My Sweet,2003,A-III,,"Pleasant romance in which an Italian-American businessman (Scott Baio) torn between his professional ambitions and his love for making biscotti in his bakery proposes to the prodigal daughter (Kristin Minter) of his neighbor, a dying elderly woman, to fulfill her wish of seeing her daughter married. Written and directed by Melissa Martin, the film has endearing moments that pull on the heartstrings, but the predictable story holds it back from being truly moving. A sexual encounter, intermittent coarse language and profanity","The pleasant romance ""The Bread, My Sweet"" (Panorama) is a likable story in which an Italian-American businessman tries to grant the wish of his dying elderly neighbor.

The story's intentions are good and the film has many endearing moments that pull on the heartstrings. It also makes a beautiful statement about seeking out and appreciating the goodness in others and doing selfless acts, even if they seem silly.

The disappointment is that the predictable story and stereotypical characterizations hold it back from being truly moving. Also, there is a surprising amount of coarse language and profanity for a film that has such a sentimental heart.

At the center of the story set in Pittsburgh is Dominic (Scott Baio of ""Happy Days"" fame), a mergers-and-acquisitions executive torn between his professional ambitions and his love of baking. Somehow, Domi, as he is known affectionately, finds time to run a bakery previously owned by an elderly couple, Bella (Rosemary Prinz) and her grouchy husband, Massimo (John Seitz), who live upstairs. In the kitchen with Domi are his two brothers, Eddie (Billy Mott), a ladies' man and aspiring actor, and Pino (Schuler Hensley), a genius with pies but slow in every other respect.

When Bella confides in Domi that she is dying, he impulsively decides to marry her prodigal daughter Lucca (Kristin Minter). But first he must find Lucca, bring her back home and convince her to give her mother the American wedding she has dreamed of for her daughter since the day she was born. The story from here on out is about what one would expect from this lightweight confection.

Written and directed by Melissa Martin, the film is a bit contrived. Nonetheless, ""The Bread, My Sweet"" is refreshing in that it isn't afraid to show its heart on its sleeve.

Because of a sexual encounter, intermittent coarse language and profanity, the USCCB Office for Film & Broadcasting classification is A-III -- adults. Not rated by the Motion Picture Association of America.",b,b/thebreadmysweet.shtml,0
1712,thebreak,The Break,1998,A-III,R,"Break, The -- Absorbing story of an IRA gunman (Stephen Rea) who escapes from an Ulster prison, takes refuge in New York City, then uses his terrorist expertise to help Guatemalan refugees (Alfred Molina and Rosana Pastor) assassinate one of their country's oppressors. Directed by Robert Dornhelm, the British production is less a political drama than a character study in which Rea gives a convincing performance as a man who has lived by the gun and cannot change his destiny to die by the gun. Hard-edged violence, sexual situations, brief nudity and occasional rough language",,b,b/thebreak.shtml,0
1713,thebreakfastclub,The Breakfast Club,1985,O,R,"Breakfast Club, The -- Five teenagers spend a Saturday detention in their school library. After much abrasive interchange and a litt1e marijuana, they become downright chummy when they realize they share common attitudes about adult authority figures, drugs and sex. Under John Hughes' direction the movie lacks any critical perspective, seeming to justify anti-social behavior, casual sex and the concept of drugs as a harmless escape, if not a liberating experience",,b,b/thebreakfastclub.shtml,0
1714,thebreakingpoint,The Breaking Point,1950,A-III,,"Breaking Point, The -- Gritty melodrama about the captain of a California charter boat (John Garfield) whose need for money gets him involved with a crooked lawyer (Wallace Ford) and some illegal cargos that cost the life of his shipmate (Juano Hernandez) and very nearly his own. Directed by Michael Curtiz from the Ernest Hemingway novel, ""To Have and Have Not,"" the action is lean and convincing, with well-defined characters that add some emotional depth to the story's desperate developments. Some nasty stylized violence, menacing situations and sexual innuendo",,b,b/thebreakingpoint.shtml,0
1715,thebreakingpoint1976,The Breaking Point,1976,O,R,"Breaking Point, The -- Bo Svenson plays the abused, honest citizen tracked by the hoods against whom he testified in this typically brutal and mindless variation on the revenge theme. Canadian director Bob Clark's viewers are subjected to an assault of violence, maiming and a brutal rape",,b,b/thebreakingpoint1976.shtml,0
